Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Connected SCADA Server,Asset Contact Person,Asset Parent ID,Comments
SubSite,RD_WAS-WTP_WEL305,RD_WAS-WTP_WEL305_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL306,RD_WAS-WTP_WEL306_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL307,RD_WAS-WTP_WEL307_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL308,RD_WAS-WTP_WEL308_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL309,RD_WAS-WTP_WEL309_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL310,RD_WAS-WTP_WEL310_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL311,RD_WAS-WTP_WEL311_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL312,RD_WAS-WTP_WEL312_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL313,RD_WAS-WTP_WEL313_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL314,RD_WAS-WTP_WEL314_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL316,RD_WAS-WTP_WEL316_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL401,RD_WAS-WTP_WEL401_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL402,RD_WAS-WTP_WEL402_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL403,RD_WAS-WTP_WEL403_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL404,RD_WAS-WTP_WEL404_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL405,RD_WAS-WTP_WEL405_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL406,RD_WAS-WTP_WEL406_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL407,RD_WAS-WTP_WEL407_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL408,RD_WAS-WTP_WEL408_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL409,RD_WAS-WTP_WEL409_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL410,RD_WAS-WTP_WEL410_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL411,RD_WAS-WTP_WEL411_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL412,RD_WAS-WTP_WEL412_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL414,RD_WAS-WTP_WEL414_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL415,RD_WAS-WTP_WEL415_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_WAS-WTP_WEL416,RD_WAS-WTP_WEL416_RDM,RipEX RADIO MODEM,_RDM,Radio Modem,RACOM,RipEX RADIO MODEM,,,,,,,,,
SubSite,RD_MNF-WTP_BEA-1,RD_MNF-WTBEA-1_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_BEA-3,RD_MNF-WTBEA-3_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_HAY-9,RD_MNF-WTHAY-9_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_HAY10,RD_MNF-WTHAY10_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_HAY12,RD_MNF-WTHAY12_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-10,RD_SHM-WTP_NIS-10_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-100,RD_SHM-WTP_NIS-100_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-101,RD_SHM-WTP_NIS-101_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-13,RD_SHM-WTP_NIS-13_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-90,RD_SHM-WTP_NIS-90_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-91,RD_SHM-WTP_NIS-91_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-92,RD_SHM-WTP_NIS-92_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-93,RD_SHM-WTP_NIS-93_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-94,RD_SHM-WTP_NIS-94_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-95,RD_SHM-WTP_NIS-95_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-96,RD_SHM-WTP_NIS-96_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-97,RD_SHM-WTP_NIS-97_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-98,RD_SHM-WTP_NIS-98_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SHM-WTP_NIS-99,RD_SHM-WTP_NIS-99_DNP3,SEIMENS CP 1243-1 DNP3,_DNP3,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_BEA·2,RD_MNF-WTP_BEA·2_PLC,BEAEJAH·2_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_DEK·l,RD_MNF-WTP_DEK·l_PLC,DEKANAH·l_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_DEK·2,RD_MNF-WTP_DEK·2_PLC,DEKANAH·2_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_DEK·3,RD_MNF-WTP_DEK·3_PLC,DEKANAH·3_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_DEK-4,RD_MNF-WTP_DEK-4_PLC,DEKANAH-4_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_HAY·5,RD_MNF-WTP_HAY·5_PLC,HAYER·5_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_JAZ·l,RD_MNF-WTP_JAZ·l_PLC,JAZAH·l_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_JAZ-2,RD_MNF-WTP_JAZ-2_PLC,JAZAH-2_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_KHA l,RD_MNF-WTP_KHA l_PLC,KHARJ l_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_KHA 2,RD_MNF-WTP_KHA 2_PLC,KHARJ 2_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_KHA-3,RD_MNF-WTP_KHA-3_PLC,KHARJ-3_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_KHA-4,RD_MNF-WTP_KHA-4_PLC,KHARJ-4_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_KHA 5,RD_MNF-WTP_KHA 5_PLC,KHARJ 5_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_KHA-6,RD_MNF-WTP_KHA-6_PLC,KHARJ-6_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_MANFl,RD_MNF-WTP_MANFl_PLC,MAN FOHA·Fl_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_MANIA,RD_MNF-WTP_MANIA_PLC,MANSOR IA_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_MASNE,RD_MNF-WTP_MASNE_PLC,MASANE_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_Al  4,RD_MNF-WTP_Al  4_PLC,Al HAYER AMEQAH 4_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_NIMDI,RD_MNF-WTP_NIMDI_PLC,NIMAR ALWADI_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_SEWDI,RD_MNF-WTP_SEWDI_PLC,SEWEDI_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7 217-1AG40-0XBO,,,,,,,,
SubSite,RD_MNF-WTP_BEA·2,RD_MNF-WTP_BEA·2_DNP3,BEAEJAH·2_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_DEK·l,RD_MNF-WTP_DEK·l_DNP3,DEKANAH·l_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_DEK·2,RD_MNF-WTP_DEK·2_DNP3,DEKANAH·2_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_DEK·3,RD_MNF-WTP_DEK·3_DNP3,DEKANAH·3_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_DEK-4,RD_MNF-WTP_DEK-4_DNP3,DEKANAH-4_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_HAY·5,RD_MNF-WTP_HAY·5_DNP3,HAYER·5_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_JAZ·l,RD_MNF-WTP_JAZ·l_DNP3,JAZAH·l_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_JAZ-2,RD_MNF-WTP_JAZ-2_DNP3,JAZAH-2_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_KHA l,RD_MNF-WTP_KHA l_DNP3,KHARJ l_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_KHA 2,RD_MNF-WTP_KHA 2_DNP3,KHARJ 2_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_KHA-3,RD_MNF-WTP_KHA-3_DNP3,KHARJ-3_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_KHA-4,RD_MNF-WTP_KHA-4_DNP3,KHARJ-4_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_KHA 5,RD_MNF-WTP_KHA 5_DNP3,KHARJ 5_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_KHA-6,RD_MNF-WTP_KHA-6_DNP3,KHARJ-6_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_MANFl,RD_MNF-WTP_MANFl_DNP3,MAN FOHA·Fl_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_MANIA,RD_MNF-WTP_MANIA_DNP3,MANSOR IA_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_MASNE,RD_MNF-WTP_MASNE_DNP3,MASANE_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_Al  4,RD_MNF-WTP_Al  4_DNP3,Al HAYER AMEQAH 4_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_NIMDI,RD_MNF-WTP_NIMDI_DNP3,NIMAR ALWADI_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_MNF-WTP_SEWDI,RD_MNF-WTP_SEWDI_DNP3,SEWEDI_DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,,,,,,
SubSite,RD_SLB-WTP_SS01,RD_SLB-WTP_SS01_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS02,RD_SLB-WTP_SS02_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS03,RD_SLB-WTP_SS03_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS04,RD_SLB-WTP_SS04_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS05,RD_SLB-WTP_SS05_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS06,RD_SLB-WTP_SS06_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS07,RD_SLB-WTP_SS07_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS08,RD_SLB-WTP_SS08_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS09,RD_SLB-WTP_SS09_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS10,RD_SLB-WTP_SS10_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#06,RD_SLB-WTP_S#06_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#07,RD_SLB-WTP_S#07_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#08,RD_SLB-WTP_S#08_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#09,RD_SLB-WTP_S#09_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#10,RD_SLB-WTP_S#10_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#11,RD_SLB-WTP_S#11_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#12,RD_SLB-WTP_S#12_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#13,RD_SLB-WTP_S#13_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#14,RD_SLB-WTP_S#14_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#15,RD_SLB-WTP_S#15_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#16,RD_SLB-WTP_S#16_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#17,RD_SLB-WTP_S#17_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#20,RD_SLB-WTP_S#20_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#21,RD_SLB-WTP_S#21_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#22,RD_SLB-WTP_S#22_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#23,RD_SLB-WTP_S#23_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_S#24,RD_SLB-WTP_S#24_RTU,RTU Panel,RTU Panel,RTU,Sofrel,S550,,,,,,,,,
SubSite,RD_SLB-WTP_SS01,RD_SLB-WTP_SS01_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS02,RD_SLB-WTP_SS02_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS03,RD_SLB-WTP_SS03_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS04,RD_SLB-WTP_SS04_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS05,RD_SLB-WTP_SS05_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS06,RD_SLB-WTP_SS06_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS07,RD_SLB-WTP_SS07_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS08,RD_SLB-WTP_SS08_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS09,RD_SLB-WTP_SS09_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_SS10,RD_SLB-WTP_SS10_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#06,RD_SLB-WTP_S#06_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#07,RD_SLB-WTP_S#07_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#08,RD_SLB-WTP_S#08_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#09,RD_SLB-WTP_S#09_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#10,RD_SLB-WTP_S#10_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#11,RD_SLB-WTP_S#11_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#12,RD_SLB-WTP_S#12_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#13,RD_SLB-WTP_S#13_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#14,RD_SLB-WTP_S#14_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#15,RD_SLB-WTP_S#15_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#16,RD_SLB-WTP_S#16_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#17,RD_SLB-WTP_S#17_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#20,RD_SLB-WTP_S#20_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#21,RD_SLB-WTP_S#21_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#22,RD_SLB-WTP_S#22_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#23,RD_SLB-WTP_S#23_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_SLB-WTP_S#24,RD_SLB-WTP_S#24_RDM,Radio Modem,Radio Modem,Radio Modem,Motorola,CDM750,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_EMP_HMI,EAST MAIN PLC HMI,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AETANK1_HMI,AREATION TANK1 HMI,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AETANK2_HMI,AREATION TANK2 HMI,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_NAET12_PLC,New AREATION TANK1&2,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AETANK3_HMI,AREATION TANK3 ,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_AETANK4_HMI,AREATION TANK4,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_NAET34_PLC,New AREATION TANK3&4,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_CLA1_HMI,Clarifier 1,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_CLA2_HMI,Clarifier 2,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_INTPMP_HMI,Intermediate pump,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_NINTPM_PLC,New intermediate pump,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_NINTPM_PLC_HMI,New intermediate pump,,HMI,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_EFILTER_PLC,East Filters (Tertiary),,PLC,AB,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_EASTHICKER,East Thickners,,PLC,Twido,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_FG1,Flowmeters Gateway 1 (East Backwash and East to Wadi),,FM,EGX150,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_FG2,Flowmeters Gateway 2 (North to Wadi),,FM,EGX150,,,,,,,,,,
