Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Asset Firmware,Redundant Asset Pair ID (If Applicable),Connected SCADA Server,Asset Contact Person,Asset Parent ID,Comments
SubSite,MA_PS5_C4-15,MA_PS5_C4_415_DL,C4_415_DL,Koshak Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132062,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-16,MA_PS5_C4_416_DL,C4_416_DL,Koshak Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132078,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-17,MA_PS5_C4_417_DL,C4_417_DL,Um Na Baa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191123393,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-18,MA_PS5_C4_418_DL,C4_418_DL,Um Na Baa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191123441,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-19,MA_PS5_C4_419_DL,C4_419_DL,Baladiya Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132948,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-20,MA_PS5_C4_420_DL,C4_420_DL,Baladiya Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139046,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-21,MA_PS5_C4_421_DL,C4_421_DL,Ba-Khutma Data Logger,Data logger - Pressure sensor,Sofrel,,,4191123403,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-22,MA_PS5_C4_422_DL,C4_422_DL,Ba-Khutma Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140099,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-23,MA_PS5_C4_423_DL,C4_423_DL,Ashraaf Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4191123395,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-24,MA_PS5_C4_424_DL,C4_424_DL,Ashraaf Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132440,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-25,MA_PS5_C4_425_DL,C4_425_DL,Alwazzan Data Logger,Data logger - Pressure sensor,Sofrel,,,4191123394,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-26,MA_PS5_C4_426_DL,C4_426_DL,Alwazzan Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139054,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-28,MA_PS5_C4_428_DL,C4_428_DL,Al Kankariyaah Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132964,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-29,MA_PS5_C4_429_DL,C4_429_DL,Al-Kudwa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191134473,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-30,MA_PS5_C4_430_DL,C4_430_DL,Al-Kudwa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139035,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-33,MA_PS5_C4_433_DL,C4_433_DL,Ar Rudsh Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140103,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-34,MA_PS5_C4_434_DL,C4_434_DL,Ar Rudsh Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132432,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-35,MA_PS5_C4_435_DL,C4_435_DL,Alwalaya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139045,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-36,MA_PS5_C4_436_DL,C4_436_DL,Alwalaya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139048,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-37,MA_PS5_C4_437_DL,C4_437_DL,Kusha Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4119132400,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-38,MA_PS5_C4_438_DL,C4_438_DL,Kusha Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139068,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-39,MA_PS5_C4_439_DL,C4_439_DL,Behind Al Adwani Data Logger,Data logger - Pressure sensor,Sofrel,,,4191134467,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-40,MA_PS5_C4_440_DL,C4_440_DL,Behind Al Adwani Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139059,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-41,MA_PS5_C4_441_DL,C4_441_DL,Hamadh Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132429,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-42,MA_PS5_C4_442_DL,C4_442_DL,Hamadh Alley Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132427,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-43,MA_PS5_C4_443_DL,C4_443_DL,Um Gadhab Data Logger,Data logger - Pressure sensor,Sofrel,,,4191139078,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C4-44,MA_PS5_C4_444_DL,C4_444_DL,Um Gadhab Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132424,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_DL-37,MA_PS5_DL-37_DL,DL-37_DL,Kudai Pump Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132094,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-1,MA_PS5_C5_501_DL,C5_501_DL,Showqiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136461,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-3,MA_PS5_C5_503_DL,C5_503_DL,Showqiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136457,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-4,MA_PS5_C5_504_DL,C5_504_DL,Khalidaya 2 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140126,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-6,MA_PS5_C5_506_DL,C5_506_DL,Khalidaya  Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140095,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-7,MA_PS5_C5_507_DL,C5_507_DL,Kakiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191134491,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-8,MA_PS5_C5_508_DL,C5_508_DL,Kakiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191134488,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-9,MA_PS5_C5_509_DL,C5_509_DL,Kakiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140124,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-10,MA_PS5_C5_510_DL,C5_510_DL,Um Alkadad Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136488,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-11,MA_PS5_C5_511_DL,C5_511_DL,Um Alkadad Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140082,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-12,MA_PS5_C5_512_DL,C5_512_DL,Um Alkadad Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136463,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-14,MA_PS5_C5_514_DL,C5_514_DL,AlRafa'aa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140080,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-15,MA_PS5_C5_515_DL,C5_515_DL,AlRafa'aa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140122,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-16,MA_PS5_C5_516_DL,C5_516_DL,AlMahmodia Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140064,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-17,MA_PS5_C5_517_DL,C5_517_DL,AlMahmodia Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140060,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-18,MA_PS5_C5_518_DL,C5_518_DL,AlMahmodia Data Logger,Data logger - Pressure sensor,Sofrel,,,4191135749,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-19,MA_PS5_C5_519_DL,C5_519_DL,Alshafa-ee Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140062,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-20,MA_PS5_C5_520_DL,C5_520_DL,Alshafa-ee Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140127,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-21,MA_PS5_C5_521_DL,C5_521_DL,Alshafa-ee Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136441,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-22,MA_PS5_C5_522_DL,C5_522_DL,Government office (Al Jummayzah) Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140065,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-23,MA_PS5_C5_523_DL,C5_523_DL,Government office (Al Jummayzah) Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140125,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-24,MA_PS5_C5_524_DL,C5_524_DL,Government office (Al Jummayzah) Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140085,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-25,MA_PS5_C5_525_DL,C5_525_DL,Sabahani (Misfalah) Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140091,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-26,MA_PS5_C5_526_DL,C5_526_DL,Sabahani (Misfalah) Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140093,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-27,MA_PS5_C5_527_DL,C5_527_DL,Sabahani (Misfalah) Data Logger,Data logger - Pressure sensor,Sofrel,,,4191135750,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-28,MA_PS5_C5_528_DL,C5_528_DL,As Saloli  Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136485,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-29,MA_PS5_C5_529_DL,C5_529_DL,As Saloli  Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140081,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-30,MA_PS5_C5_530_DL,C5_530_DL,As Saloli  Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136445,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-31,MA_PS5_C5_531_DL,C5_531_DL,Okashiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136458,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-32,MA_PS5_C5_532_DL,C5_532_DL,Okashiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136481,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-34,MA_PS5_C5_534_DL,C5_534_DL,Marwa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140079,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-35,MA_PS5_C5_535_DL,C5_535_DL,Marwa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140084,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-36,MA_PS5_C5_536_DL,C5_536_DL,Marwa Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136486,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-37,MA_PS5_C5_537_DL,C5_537_DL,Bin Zoma Data Logger,Data logger - Pressure sensor,Sofrel,,,419110088,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-38,MA_PS5_C5_538_DL,C5_538_DL,Bin Zoma Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140089,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-39,MA_PS5_C5_539_DL,C5_539_DL,Bin Zoma Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140063,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-40,MA_PS5_C5_540_DL,C5_540_DL,As Zahur Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140078,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-41,MA_PS5_C5_541_DL,C5_541_DL,As Zahur Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140077,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-43,MA_PS5_C5_543_DL,C5_543_DL,Al Awali 1 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191135751,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-44,MA_PS5_C5_544_DL,C5_544_DL,Al Awali 1 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136489,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-45,MA_PS5_C5_545_DL,C5_545_DL,Al Awali 1 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136487,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-46,MA_PS5_C5_546_DL,C5_546_DL,Al Awali 2 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140083,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-47,MA_PS5_C5_547_DL,C5_547_DL,Al Awali 2 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191136460,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-48,MA_PS5_C5_548_DL,C5_548_DL,Al Awali 2 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140090,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-50,MA_PS5_C5_550_DL,C5_550_DL,Al Awali 3 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140061,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-51,MA_PS5_C5_551_DL,C5_551_DL,Al Awali 3 Data Logger,Data logger - Pressure sensor,Sofrel,,,4191140123,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_C5-52,MA_PS5_C5_552_DL,C5_552_DL,Showqiya Data Logger,Data logger - Pressure sensor,Sofrel,,,4191132035,Z_MA_PS5_DL,V5.30.10.11,,MAKKAH_NWC FR4000,,,
SubSite,MA_PS5_MOACHMB,MA_PS5_MOACHMB_RTU,MOACHMB_RTU,Moassem Chamber New RTU,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,,,,
SubSite,MA_PS5_ASTANK_FM,MA_PS5_ASTANK_FM_RTU,ASTANK_FM_RTU,Al-Sharayea Tank (Tank Farm) New RTU For Fm RTU,RTU PANEL FOR OUTLET FLOWMETER,Sofrel,AS50,,"32-497-10928
v5.30.12",Z_MA_PS5_RTU,V5.10.11,,,,,
SubSite,MA_PS5_MINFCPS,MA_PS5_MINFCPS_RTU,MINFCPS_RTU,Mina Fire & Cooling Ps(Ewon),RTU,Sofrel,,,,Z_MA_PS5_RTU,,,,,,
SubSite,MA_PS5_FLM1400,MA_PS5_FLM1400_RTU,FLM1400_RTU,Flowmetter For 1400 Mm Line,RTU,Sofrel,,,,Z_MA_PS5_RTU,,,,,,
SubSite,MA_PS5_AJMBS,MA_PS5_AJMBS_RTU,AJMBS_RTU,Al-Jumaisah Booster (Booster Pump) RTU,RTU,Sofrel,AS10,,,Z_MA_PS5_RTU,V6.30.11.11,,,,,
SubSite,MA_PS5_KOHBS,MA_PS5_KOHBS_RTU,KOHBS_RTU,Koraich Booster (Booster Pump) RTU,RTU,Sofrel,AS10,,,Z_MA_PS5_RTU,V6.30.11.11,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO2,RO Main PLC RIO,RO Main PLC RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO3,RO Main PLC RIO,RO Main PLC RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO4,RO Main PLC RIO,RO Main PLC RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO5,RO Main PLC RIO,RO Main PLC RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO6,Analyzers RIO,Analyzers RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO7,Chemicals RIO,Chemicals RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO8,Precipitator RIO,Precipitator RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_SHM-WTP,RD_SHM-WTP_RO_MPLC2_RIO9,Sand Filters RIO,Sand Filters RIO,RIO,Schneider,CRA 931 00,,,,,,,,,
SubSite,RD_MLZ-WTP_MLZ1,RD_MLZ-WTP_MLZ1_SCL,Malaz 1_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_MLZ-WTP_MLZ2,RD_MLZ-WTP_MLZ2_SCL,MALAZ - 2_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_MLZ-WTP_QTR1,RD_MLZ-WTP_QTR1_SCL,AL QATAR 1_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_MLZ-WTP_QTR2,RD_MLZ-WTP_QTR2_SCL,AL QATAR 2_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_MLZ-WTP_MTR,RD_MLZ-WTP_MTR_SCL,MATHAR_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_MLZ-WTP_LGN,RD_MLZ-WTP_LGN_SCL,LAGON_SCL,,GSM Gateway,Siemens,M874-3,,,,,,,,,
SubSite,RD_MLZ-WTP_MLZ1,RD_MLZ-WTP_MLZ1_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,V1.1,,,,,
SubSite,RD_MLZ-WTP_MLZ2,RD_MLZ-WTP_MLZ2_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,V1.1,,,,,
SubSite,RD_MLZ-WTP_QTR1,RD_MLZ-WTP_QTR1_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,V1.1,,,,,
SubSite,RD_MLZ-WTP_QTR2,RD_MLZ-WTP_QTR2_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,V1.1,,,,,
SubSite,RD_MLZ-WTP_MTR,RD_MLZ-WTP_MTR_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,V1.1,,,,,
SubSite,RD_MLZ-WTP_LGN,RD_MLZ-WTP_LGN_DNP3,SEIMENS CP 1243-1 DNP3,DNP3 Module,DNP3 Communication Interface,Siemens,CP 1243-1 DNP3,,,,V1.1,,,,,
SubSite,RD_MLZ-WTP_MLZ1,RD_MLZ-WTP_MLZ1_PLC,MLZ1_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7217-1AG40-0XBO,,,V4.1,,,,,
SubSite,RD_MLZ-WTP_MLZ2,RD_MLZ-WTP_MLZ2_PLC,MLZ2_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7217-1AG40-0XBO,,,V4.1,,,,,
SubSite,RD_MLZ-WTP_QTR1,RD_MLZ-WTP_QTR1_PLC,QTR1_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7217-1AG40-0XBO,,,V4.1,,,,,
SubSite,RD_MLZ-WTP_QTR2,RD_MLZ-WTP_QTR2_PLC,QTR2_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7217-1AG40-0XBO,,,V4.1,,,,,
SubSite,RD_MLZ-WTP_MTR,RD_MLZ-WTP_MTR_PLC,MTR_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7217-1AG40-0XBO,,,V4.1,,,,,
SubSite,RD_MLZ-WTP_LGN,RD_MLZ-WTP_LGN_PLC,LGN_PLC,Well PLC,PLC,Siemens,S7-1200,6ES7217-1AG40-0XBO,,,V4.1,,,,,
SubSite,RD_MNF-STP_Saf,RD_MNF-STP_Saf_RTU1,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Bla,RD_MNF-STP_Bla_RTU2,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Aqi,RD_MNF-STP_Aqi_RTU5,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wah,RD_MNF-STP_Wah_RTU6,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Sen,RD_MNF-STP_Sen_RTU8,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Bad-1,RD_MNF-STP_Bad-1_RTU9,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Bad-2,RD_MNF-STP_Bad-2_RTU10,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wes01,RD_MNF-STP_Wes01_RTU11,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wes02,RD_MNF-STP_Wes02_RTU12,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wes03,RD_MNF-STP_Wes03_RTU13,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wes04,RD_MNF-STP_Wes04_RTU14,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wes05,RD_MNF-STP_Wes05_RTU15,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wes06,RD_MNF-STP_Wes06_RTU16,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Wes07,RD_MNF-STP_Wes07_RTU17,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Bad,RD_MNF-STP_Bad_RTU18,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Taw,RD_MNF-STP_Taw_RTU19,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_LabB,RD_MNF-STP_LabB_RTU20,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_LabC,RD_MNF-STP_LabC_RTU21,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_LabE,RD_MNF-STP_LabE_RTU22,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Qad,RD_MNF-STP_Qad_RTU23,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Yas,RD_MNF-STP_Yas_RTU24,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Sal,RD_MNF-STP_Sal_RTU25,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Mas,RD_MNF-STP_Mas_RTU26,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Re',RD_MNF-STP_Re'_RTU29,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Fay,RD_MNF-STP_Fay_RTU30,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Shi2 ,RD_MNF-STP_Shi2 _RTU31,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Shi-1,RD_MNF-STP_Shi-1_RTU32,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Irq,RD_MNF-STP_Irq_RTU33,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Swe,RD_MNF-STP_Swe_RTU34,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Yam,RD_MNF-STP_Yam_RTU35,,,RTU,,,,,,,,,,,
SubSite,RD_MNF-STP_Kin,RD_MNF-STP_Kin_RTU37,,,RTU,,,,,,,,,,,
SubSite,RD_WAS-WTP_WEL101,RD_WAS-WTP_WEL101_RTU1,,,RTU,,,,,,,,,,,
